timestamp,rack_id,power_watts
2025-09-27 13:42:37.885134,Rack2,309
2025-09-27 13:42:37.885134,Rack3,344
2025-09-27 13:42:37.885134,Rack4,325
2025-09-27 13:42:47.885143,Rack1,313
2025-09-27 13:42:47.885143,Rack2,498
2025-09-27 13:42:47.885143,Rack3,267
2025-09-27 13:42:47.885143,Rack4,225
2025-09-27 13:42:57.885152,Rack1,406
2025-09-27 13:42:57.885152,Rack2,356
2025-09-27 13:42:57.885152,Rack3,488
2025-09-27 13:42:57.885152,Rack4,435
2025-09-27 13:43:07.885162,Rack1,434
2025-09-27 13:43:07.885162,Rack2,345
2025-09-27 13:43:07.885162,Rack3,490
2025-09-27 13:43:07.885162,Rack4,256
2025-09-27 13:43:17.885171,Rack1,297
2025-09-27 13:43:17.885171,Rack2,220
2025-09-27 13:43:17.885171,Rack3,484
2025-09-27 13:43:17.885171,Rack4,268
2025-09-27 13:43:27.885180,Rack1,223
2025-09-27 13:43:27.885180,Rack2,291
2025-09-27 13:43:27.885180,Rack3,294
2025-09-27 13:43:27.885180,Rack4,284
2025-09-27 13:43:37.885189,Rack1,244
2025-09-27 13:43:37.885189,Rack2,388
2025-09-27 13:43:37.885189,Rack3,444
2025-09-27 13:43:37.885189,Rack4,318
2025-09-27 13:43:47.885198,Rack1,359
2025-09-27 13:43:47.885198,Rack2,250
2025-09-27 13:43:47.885198,Rack3,317
2025-09-27 13:43:47.885198,Rack4,374
2025-09-27 13:43:57.885208,Rack1,445
2025-09-27 13:43:57.885208,Rack2,234
2025-09-27 13:43:57.885208,Rack3,384
2025-09-27 13:43:57.885208,Rack4,479
2025-09-27 13:44:07.885218,Rack1,351
2025-09-27 13:44:07.885218,Rack2,417
2025-09-27 13:44:07.885218,Rack3,274
2025-09-27 13:44:07.885218,Rack4,458
2025-09-27 13:44:17.885227,Rack1,322
2025-09-27 13:44:17.885227,Rack2,292
2025-09-27 13:44:17.885227,Rack3,386
2025-09-27 13:44:17.885227,Rack4,429
2025-09-27 13:44:27.885238,Rack1,274
2025-09-27 13:44:27.885238,Rack2,343
2025-09-27 13:44:27.885238,Rack3,456
2025-09-27 13:44:27.885238,Rack4,284
2025-09-27 13:44:37.885247,Rack1,371
2025-09-27 13:44:37.885247,Rack2,204
2025-09-27 13:44:37.885247,Rack3,398
2025-09-27 13:44:37.885247,Rack4,232
2025-09-27 13:44:47.885256,Rack1,364
2025-09-27 13:44:47.885256,Rack2,349
2025-09-27 13:44:47.885256,Rack3,386
2025-09-27 13:44:47.885256,Rack4,468
2025-09-27 13:44:57.885265,Rack1,324
2025-09-27 13:44:57.885265,Rack2,368
2025-09-27 13:44:57.885265,Rack3,269
2025-09-27 13:44:57.885265,Rack4,276
2025-09-27 13:45:07.885274,Rack1,276
2025-09-27 13:45:07.885274,Rack2,263
2025-09-27 13:45:07.885274,Rack3,309
2025-09-27 13:45:07.885274,Rack4,221
2025-09-27 13:45:17.885284,Rack1,236
2025-09-27 13:45:17.885284,Rack2,364
2025-09-27 13:45:17.885284,Rack3,378
2025-09-27 13:45:17.885284,Rack4,270
